------------------------------------
Optical Potential Information
------------------------------------
    r [fm]   V_real [MeV]   V_imag [MeV]  SO_real [MeV]  SO_imag [MeV]  Coulomb [MeV] 1/r^2 [1/fm^2]
    11.343    2.57593e-05              0              0              0              0      0.0077722
    11.344    2.57336e-05              0              0              0              0     0.00777083
    11.345    2.57079e-05              0              0              0              0     0.00776946
    11.346    2.56822e-05              0              0              0              0     0.00776809
    11.347    2.56566e-05              0              0              0              0     0.00776672
    11.348    2.56309e-05              0              0              0              0     0.00776536
    11.349    2.56053e-05              0              0              0              0     0.00776399
     11.35    2.55797e-05              0              0              0              0     0.00776262
    11.351    2.55542e-05              0              0              0              0     0.00776125
    11.352    2.55287e-05              0              0              0              0     0.00775988
    11.353    2.55032e-05              0              0              0              0     0.00775852
    11.354    2.54777e-05              0              0              0              0     0.00775715
    11.355    2.54522e-05              0              0              0              0     0.00775578
    11.356    2.54268e-05              0              0              0              0     0.00775442
    11.357    2.54014e-05              0              0              0              0     0.00775305
    11.358     2.5376e-05              0              0              0              0     0.00775169
    11.359    2.53507e-05              0              0              0              0     0.00775032
     11.36    2.53254e-05              0              0              0              0     0.00774896
    11.361    2.53001e-05              0              0              0              0     0.00774759
    11.362    2.52748e-05              0              0              0              0     0.00774623
    11.363    2.52495e-05              0              0              0              0     0.00774487
    11.364    2.52243e-05              0              0              0              0      0.0077435
    11.365    2.51991e-05              0              0              0              0     0.00774214
    11.366    2.51739e-05              0              0              0              0     0.00774078
    11.367    2.51488e-05              0              0              0              0     0.00773942
    11.368    2.51237e-05              0              0              0              0     0.00773806
    11.369    2.50986e-05              0              0              0              0     0.00773669
     11.37    2.50735e-05              0              0              0              0     0.00773533
    11.371    2.50485e-05              0              0              0              0     0.00773397
    11.372    2.50234e-05              0              0              0              0     0.00773261
    11.373    2.49984e-05              0              0              0              0     0.00773125
    11.374    2.49735e-05              0              0              0              0     0.00772989
    11.375    2.49485e-05              0              0              0              0     0.00772854
    11.376    2.49236e-05              0              0              0              0     0.00772718
    11.377    2.48987e-05              0              0              0              0     0.00772582
    11.378    2.48738e-05              0              0              0              0     0.00772446
    11.379     2.4849e-05              0              0              0              0      0.0077231
     11.38    2.48241e-05              0              0              0              0     0.00772175
    11.381    2.47993e-05              0              0              0              0     0.00772039
    11.382    2.47746e-05              0              0              0              0     0.00771903
    11.383    2.47498e-05              0              0              0              0     0.00771768
    11.384    2.47251e-05              0              0              0              0     0.00771632
    11.385    2.47004e-05              0              0              0              0     0.00771496
    11.386    2.46757e-05              0              0              0              0     0.00771361
    11.387    2.46511e-05              0              0              0              0     0.00771225
    11.388    2.46264e-05              0              0              0              0      0.0077109
    11.389    2.46018e-05              0              0              0              0     0.00770955
     11.39    2.45773e-05              0              0              0              0     0.00770819
    11.391    2.45527e-05              0              0              0              0     0.00770684
    11.392    2.45282e-05              0              0              0              0     0.00770549
    11.393    2.45037e-05              0              0              0              0     0.00770413
    11.394    2.44792e-05              0              0              0              0     0.00770278
    11.395    2.44548e-05              0              0              0              0     0.00770143
    11.396    2.44303e-05              0              0              0              0     0.00770008
    11.397    2.44059e-05              0              0              0              0     0.00769873
    11.398    2.43815e-05              0              0              0              0     0.00769738
    11.399    2.43572e-05              0              0              0              0     0.00769603
      11.4    2.43328e-05              0              0              0              0     0.00769468
    11.401    2.43085e-05              0              0              0              0     0.00769333
    11.402    2.42843e-05              0              0              0              0     0.00769198
    11.403      2.426e-05              0              0              0              0     0.00769063
    11.404    2.42358e-05              0              0              0              0     0.00768928
    11.405    2.42115e-05              0              0              0              0     0.00768793
    11.406    2.41874e-05              0              0              0              0     0.00768658
    11.407    2.41632e-05              0              0              0              0     0.00768523
    11.408    2.41391e-05              0              0              0              0     0.00768389
    11.409    2.41149e-05              0              0              0              0     0.00768254
     11.41    2.40909e-05              0              0              0              0     0.00768119
    11.411    2.40668e-05              0              0              0              0     0.00767985
    11.412    2.40427e-05              0              0              0              0      0.0076785
    11.413    2.40187e-05              0              0              0              0     0.00767716
    11.414    2.39947e-05              0              0              0              0     0.00767581
    11.415    2.39708e-05              0              0              0              0     0.00767447
    11.416    2.39468e-05              0              0              0              0     0.00767312
    11.417    2.39229e-05              0              0              0              0     0.00767178
    11.418     2.3899e-05              0              0              0              0     0.00767043
    11.419    2.38751e-05              0              0              0              0     0.00766909
     11.42    2.38513e-05              0              0              0              0     0.00766775
    11.421    2.38274e-05              0              0              0              0      0.0076664
    11.422    2.38036e-05              0              0              0              0     0.00766506
    11.423    2.37799e-05              0              0              0              0     0.00766372
    11.424    2.37561e-05              0              0              0              0     0.00766238
    11.425    2.37324e-05              0              0              0              0     0.00766104
    11.426    2.37087e-05              0              0              0              0      0.0076597
    11.427     2.3685e-05              0              0              0              0     0.00765836
    11.428    2.36613e-05              0              0              0              0     0.00765702
    11.429    2.36377e-05              0              0              0              0     0.00765568
     11.43    2.36141e-05              0              0              0              0     0.00765434
    11.431    2.35905e-05              0              0              0              0       0.007653
    11.432    2.35669e-05              0              0              0              0     0.00765166
    11.433    2.35434e-05              0              0              0              0     0.00765032
    11.434    2.35198e-05              0              0              0              0     0.00764898
    11.435    2.34963e-05              0              0              0              0     0.00764764
    11.436    2.34729e-05              0              0              0              0     0.00764631
    11.437    2.34494e-05              0              0              0              0     0.00764497
    11.438     2.3426e-05              0              0              0              0     0.00764363
    11.439    2.34026e-05              0              0              0              0      0.0076423
     11.44    2.33792e-05              0              0              0              0     0.00764096
    11.441    2.33559e-05              0              0              0              0     0.00763962
    11.442    2.33325e-05              0              0              0              0     0.00763829
    11.443    2.33092e-05              0              0              0              0     0.00763695
    11.444    2.32859e-05              0              0              0              0     0.00763562
    11.445    2.32627e-05              0              0              0              0     0.00763429
    11.446    2.32394e-05              0              0              0              0     0.00763295
    11.447    2.32162e-05              0              0              0              0     0.00763162
    11.448     2.3193e-05              0              0              0              0     0.00763028
    11.449    2.31698e-05              0              0              0              0     0.00762895
     11.45    2.31467e-05              0              0              0              0     0.00762762
    11.451    2.31236e-05              0              0              0              0     0.00762629
    11.452    2.31005e-05              0              0              0              0     0.00762496
    11.453    2.30774e-05              0              0              0              0     0.00762362
    11.454    2.30543e-05              0              0              0              0     0.00762229
    11.455    2.30313e-05              0              0              0              0     0.00762096
    11.456    2.30083e-05              0              0              0              0     0.00761963
    11.457    2.29853e-05              0              0              0              0      0.0076183
    11.458    2.29624e-05              0              0              0              0     0.00761697
    11.459    2.29394e-05              0              0              0              0     0.00761564
     11.46    2.29165e-05              0              0              0              0     0.00761431
    11.461    2.28936e-05              0              0              0              0     0.00761299
    11.462    2.28707e-05              0              0              0              0     0.00761166
    11.463    2.28479e-05              0              0              0              0     0.00761033
    11.464    2.28251e-05              0              0              0              0       0.007609
    11.465    2.28023e-05              0              0              0              0     0.00760767
    11.466    2.27795e-05              0              0              0              0     0.00760635
    11.467    2.27567e-05              0              0              0              0     0.00760502
    11.468     2.2734e-05              0              0              0              0     0.00760369
    11.469    2.27113e-05              0              0              0              0     0.00760237
     11.47    2.26886e-05              0              0              0              0     0.00760104
    11.471    2.26659e-05              0              0              0              0     0.00759972
    11.472    2.26433e-05              0              0              0              0     0.00759839
    11.473    2.26207e-05              0              0              0              0     0.00759707
    11.474    2.25981e-05              0              0              0              0     0.00759574
    11.475    2.25755e-05              0              0              0              0     0.00759442
    11.476    2.25529e-05              0              0              0              0      0.0075931
    11.477    2.25304e-05              0              0              0              0     0.00759177
    11.478    2.25079e-05              0              0              0              0     0.00759045
    11.479    2.24854e-05              0              0              0              0     0.00758913
     11.48    2.24629e-05              0              0              0              0     0.00758781
    11.481    2.24405e-05              0              0              0              0     0.00758648
    11.482    2.24181e-05              0              0              0              0     0.00758516
    11.483    2.23957e-05              0              0              0              0     0.00758384
    11.484    2.23733e-05              0              0              0              0     0.00758252
    11.485     2.2351e-05              0              0              0              0      0.0075812
    11.486    2.23286e-05              0              0              0              0     0.00757988
    11.487    2.23063e-05              0              0              0              0     0.00757856
    11.488     2.2284e-05              0              0              0              0     0.00757724
    11.489    2.22618e-05              0              0              0              0     0.00757592
     11.49    2.22395e-05              0              0              0              0      0.0075746
    11.491    2.22173e-05              0              0              0              0     0.00757329
    11.492    2.21951e-05              0              0              0              0     0.00757197
    11.493    2.21729e-05              0              0              0              0     0.00757065
    11.494    2.21508e-05              0              0              0              0     0.00756933
    11.495    2.21287e-05              0              0              0              0     0.00756802
    11.496    2.21066e-05              0              0              0              0      0.0075667
    11.497    2.20845e-05              0              0              0              0     0.00756538
    11.498    2.20624e-05              0              0              0              0     0.00756407
    11.499    2.20404e-05              0              0              0              0     0.00756275
      11.5    2.20183e-05              0              0              0              0     0.00756144
    11.501    2.19963e-05              0              0              0              0     0.00756012
    11.502    2.19744e-05              0              0              0              0     0.00755881
    11.503    2.19524e-05              0              0              0              0     0.00755749
    11.504    2.19305e-05              0              0              0              0     0.00755618
    11.505    2.19086e-05              0              0              0              0     0.00755487
    11.506    2.18867e-05              0              0              0              0     0.00755355
    11.507    2.18648e-05              0              0              0              0     0.00755224
    11.508     2.1843e-05              0              0              0              0     0.00755093
    11.509    2.18212e-05              0              0              0              0     0.00754962
     11.51    2.17994e-05              0              0              0              0      0.0075483
    11.511    2.17776e-05              0              0              0              0     0.00754699
    11.512    2.17558e-05              0              0              0              0     0.00754568
    11.513    2.17341e-05              0              0              0              0     0.00754437
    11.514    2.17124e-05              0              0              0              0     0.00754306
    11.515    2.16907e-05              0              0              0              0     0.00754175
    11.516     2.1669e-05              0              0              0              0     0.00754044
    11.517    2.16474e-05              0              0              0              0     0.00753913
    11.518    2.16257e-05              0              0              0              0     0.00753782
    11.519    2.16041e-05              0              0              0              0     0.00753651
     11.52    2.15826e-05              0              0              0              0      0.0075352
    11.521     2.1561e-05              0              0              0              0      0.0075339
    11.522    2.15394e-05              0              0              0              0     0.00753259
    11.523    2.15179e-05              0              0              0              0     0.00753128
    11.524    2.14964e-05              0              0              0              0     0.00752997
    11.525     2.1475e-05              0              0              0              0     0.00752867
    11.526    2.14535e-05              0              0              0              0     0.00752736
    11.527    2.14321e-05              0              0              0              0     0.00752606
    11.528    2.14107e-05              0              0              0              0     0.00752475
    11.529    2.13893e-05              0              0              0              0     0.00752344
     11.53    2.13679e-05              0              0              0              0     0.00752214
    11.531    2.13466e-05              0              0              0              0     0.00752083
    11.532    2.13252e-05              0              0              0              0     0.00751953
    11.533    2.13039e-05              0              0              0              0     0.00751823
    11.534    2.12826e-05              0              0              0              0     0.00751692
    11.535    2.12614e-05              0              0              0              0     0.00751562
    11.536    2.12401e-05              0              0              0              0     0.00751432
    11.537    2.12189e-05              0              0              0              0     0.00751301
    11.538    2.11977e-05              0              0              0              0     0.00751171
    11.539    2.11765e-05              0              0              0              0     0.00751041
     11.54    2.11554e-05              0              0              0              0     0.00750911
    11.541    2.11342e-05              0              0              0              0     0.00750781
    11.542    2.11131e-05              0              0              0              0     0.00750651
    11.543     2.1092e-05              0              0              0              0     0.00750521
    11.544     2.1071e-05              0              0              0              0     0.00750391
    11.545    2.10499e-05              0              0              0              0     0.00750261
    11.546    2.10289e-05              0              0              0              0     0.00750131
    11.547    2.10079e-05              0              0              0              0     0.00750001
    11.548    2.09869e-05              0              0              0              0     0.00749871
    11.549    2.09659e-05              0              0              0              0     0.00749741
     11.55     2.0945e-05              0              0              0              0     0.00749611
    11.551     2.0924e-05              0              0              0              0     0.00749481
    11.552    2.09031e-05              0              0              0              0     0.00749352
    11.553    2.08823e-05              0              0              0              0     0.00749222
    11.554    2.08614e-05              0              0              0              0     0.00749092
    11.555    2.08406e-05              0              0              0              0     0.00748963
    11.556    2.08197e-05              0              0              0              0     0.00748833
    11.557    2.07989e-05              0              0              0              0     0.00748703
    11.558    2.07782e-05              0              0              0              0     0.00748574
    11.559    2.07574e-05              0              0              0              0     0.00748444
     11.56    2.07367e-05              0              0              0              0     0.00748315
    11.561    2.07159e-05              0              0              0              0     0.00748185
    11.562    2.06952e-05              0              0              0              0     0.00748056
    11.563    2.06746e-05              0              0              0              0     0.00747927
    11.564    2.06539e-05              0              0              0              0     0.00747797
    11.565    2.06333e-05              0              0              0              0     0.00747668
    11.566    2.06127e-05              0              0              0              0     0.00747539
    11.567    2.05921e-05              0              0              0              0     0.00747409
    11.568    2.05715e-05              0              0              0              0      0.0074728
    11.569    2.05509e-05              0              0              0              0     0.00747151
     11.57    2.05304e-05              0              0              0              0     0.00747022
    11.571    2.05099e-05              0              0              0              0     0.00746893
    11.572    2.04894e-05              0              0              0              0     0.00746764
    11.573    2.04689e-05              0              0              0              0     0.00746635
    11.574    2.04485e-05              0              0              0              0     0.00746506
    11.575    2.04281e-05              0              0              0              0     0.00746377
    11.576    2.04077e-05              0              0              0              0     0.00746248
    11.577    2.03873e-05              0              0              0              0     0.00746119
    11.578    2.03669e-05              0              0              0              0      0.0074599
    11.579    2.03465e-05              0              0              0              0     0.00745861
     11.58    2.03262e-05              0              0              0              0     0.00745732
    11.581    2.03059e-05              0              0              0              0     0.00745603
    11.582    2.02856e-05              0              0              0              0     0.00745475
    11.583    2.02654e-05              0              0              0              0     0.00745346
    11.584    2.02451e-05              0              0              0              0     0.00745217
    11.585    2.02249e-05              0              0              0              0     0.00745089
    11.586    2.02047e-05              0              0              0              0      0.0074496
    11.587    2.01845e-05              0              0              0              0     0.00744831
    11.588    2.01643e-05              0              0              0              0     0.00744703
    11.589    2.01442e-05              0              0              0              0     0.00744574
     11.59    2.01241e-05              0              0              0              0     0.00744446
    11.591     2.0104e-05              0              0              0              0     0.00744317
    11.592    2.00839e-05              0              0              0              0     0.00744189
    11.593    2.00638e-05              0              0              0              0     0.00744061
    11.594    2.00438e-05              0              0              0              0     0.00743932
    11.595    2.00237e-05              0              0              0              0     0.00743804
    11.596    2.00037e-05              0              0              0              0     0.00743676
    11.597    1.99837e-05              0              0              0              0     0.00743547
    11.598    1.99638e-05              0              0              0              0     0.00743419
    11.599    1.99438e-05              0              0              0              0     0.00743291
      11.6    1.99239e-05              0              0              0              0     0.00743163
    11.601     1.9904e-05              0              0              0              0     0.00743035
    11.602    1.98841e-05              0              0              0              0     0.00742907
    11.603    1.98642e-05              0              0              0              0     0.00742779
    11.604    1.98444e-05              0              0              0              0     0.00742651
    11.605    1.98246e-05              0              0              0              0     0.00742523
    11.606    1.98048e-05              0              0              0              0     0.00742395
    11.607     1.9785e-05              0              0              0              0     0.00742267
    11.608    1.97652e-05              0              0              0              0     0.00742139
    11.609    1.97455e-05              0              0              0              0     0.00742011
     11.61    1.97257e-05              0              0              0              0     0.00741883
    11.611     1.9706e-05              0              0              0              0     0.00741755
    11.612    1.96863e-05              0              0              0              0     0.00741628
    11.613    1.96667e-05              0              0              0              0       0.007415
    11.614     1.9647e-05              0              0              0              0     0.00741372
    11.615    1.96274e-05              0              0              0              0     0.00741245
    11.616    1.96078e-05              0              0              0              0     0.00741117
    11.617    1.95882e-05              0              0              0              0     0.00740989
    11.618    1.95686e-05              0              0              0              0     0.00740862
    11.619    1.95491e-05              0              0              0              0     0.00740734
     11.62    1.95295e-05              0              0              0              0     0.00740607
    11.621      1.951e-05              0              0              0              0     0.00740479
    11.622    1.94905e-05              0              0              0              0     0.00740352
    11.623    1.94711e-05              0              0              0              0     0.00740225
    11.624    1.94516e-05              0              0              0              0     0.00740097
    11.625    1.94322e-05              0              0              0              0      0.0073997
    11.626    1.94128e-05              0              0              0              0     0.00739843
    11.627    1.93934e-05              0              0              0              0     0.00739715
    11.628     1.9374e-05              0              0              0              0     0.00739588
    11.629    1.93546e-05              0              0              0              0     0.00739461
     11.63    1.93353e-05              0              0              0              0     0.00739334
    11.631     1.9316e-05              0              0              0              0     0.00739207
    11.632    1.92967e-05              0              0              0              0      0.0073908
    11.633    1.92774e-05              0              0              0              0     0.00738953
    11.634    1.92581e-05              0              0              0              0     0.00738826
    11.635    1.92389e-05              0              0              0              0     0.00738699
    11.636    1.92197e-05              0              0              0              0     0.00738572
    11.637    1.92005e-05              0              0              0              0     0.00738445
    11.638    1.91813e-05              0              0              0              0     0.00738318
    11.639    1.91621e-05              0              0              0              0     0.00738191
     11.64     1.9143e-05              0              0              0              0     0.00738064
    11.641    1.91239e-05              0              0              0              0     0.00737937
    11.642    1.91048e-05              0              0              0              0      0.0073781
    11.643    1.90857e-05              0              0              0              0     0.00737684
    11.644    1.90666e-05              0              0              0              0     0.00737557
    11.645    1.90476e-05              0              0              0              0      0.0073743
    11.646    1.90285e-05              0              0              0              0     0.00737304
    11.647    1.90095e-05              0              0              0              0     0.00737177
    11.648    1.89905e-05              0              0              0              0     0.00737051
    11.649    1.89715e-05              0              0              0              0     0.00736924
     11.65    1.89526e-05              0              0              0              0     0.00736798
    11.651    1.89337e-05              0              0              0              0     0.00736671
    11.652    1.89147e-05              0              0              0              0     0.00736545
    11.653    1.88958e-05              0              0              0              0     0.00736418
    11.654     1.8877e-05              0              0              0              0     0.00736292
    11.655    1.88581e-05              0              0              0              0     0.00736165
    11.656    1.88393e-05              0              0              0              0     0.00736039
    11.657    1.88204e-05              0              0              0              0     0.00735913
    11.658    1.88016e-05              0              0              0              0     0.00735787
    11.659    1.87829e-05              0              0              0              0      0.0073566
     11.66    1.87641e-05              0              0              0              0     0.00735534
    11.661    1.87453e-05              0              0              0              0     0.00735408
    11.662    1.87266e-05              0              0              0              0     0.00735282
    11.663    1.87079e-05              0              0              0              0     0.00735156
    11.664    1.86892e-05              0              0              0              0      0.0073503
    11.665    1.86705e-05              0              0              0              0     0.00734904
    11.666    1.86519e-05              0              0              0              0     0.00734778
    11.667    1.86332e-05              0              0              0              0     0.00734652
    11.668    1.86146e-05              0              0              0              0     0.00734526
    11.669     1.8596e-05              0              0              0              0       0.007344
     11.67    1.85775e-05              0              0              0              0     0.00734274
    11.671    1.85589e-05              0              0              0              0     0.00734148
    11.672    1.85403e-05              0              0              0              0     0.00734023
    11.673    1.85218e-05              0              0              0              0     0.00733897
    11.674    1.85033e-05              0              0              0              0     0.00733771
    11.675    1.84848e-05              0              0              0              0     0.00733645
    11.676    1.84664e-05              0              0              0              0      0.0073352
    11.677    1.84479e-05              0              0              0              0     0.00733394
    11.678    1.84295e-05              0              0              0              0     0.00733269
    11.679    1.84111e-05              0              0              0              0     0.00733143
     11.68    1.83927e-05              0              0              0              0     0.00733017
    11.681    1.83743e-05              0              0              0              0     0.00732892
    11.682    1.83559e-05              0              0              0              0     0.00732766
    11.683    1.83376e-05              0              0              0              0     0.00732641
    11.684    1.83193e-05              0              0              0              0     0.00732516
    11.685     1.8301e-05              0              0              0              0      0.0073239
    11.686    1.82827e-05              0              0              0              0     0.00732265
    11.687    1.82644e-05              0              0              0              0      0.0073214
    11.688    1.82462e-05              0              0              0              0     0.00732014
    11.689    1.82279e-05              0              0              0              0     0.00731889
     11.69    1.82097e-05              0              0              0              0     0.00731764
    11.691    1.81915e-05              0              0              0              0     0.00731639
    11.692    1.81734e-05              0              0              0              0     0.00731514
    11.693    1.81552e-05              0              0              0              0     0.00731388
    11.694    1.81371e-05              0              0              0              0     0.00731263
    11.695    1.81189e-05              0              0              0              0     0.00731138
    11.696    1.81008e-05              0              0              0              0     0.00731013
    11.697    1.80828e-05              0              0              0              0     0.00730888
    11.698    1.80647e-05              0              0              0              0     0.00730763
    11.699    1.80466e-05              0              0              0              0     0.00730638
      11.7    1.80286e-05              0              0              0              0     0.00730514
    11.701    1.80106e-05              0              0              0              0     0.00730389
    11.702    1.79926e-05              0              0              0              0     0.00730264
    11.703    1.79746e-05              0              0              0              0     0.00730139
    11.704    1.79567e-05              0              0              0              0     0.00730014
    11.705    1.79387e-05              0              0              0              0      0.0072989
    11.706    1.79208e-05              0              0              0              0     0.00729765
    11.707    1.79029e-05              0              0              0              0      0.0072964
    11.708     1.7885e-05              0              0              0              0     0.00729516
    11.709    1.78671e-05              0              0              0              0     0.00729391
     11.71    1.78493e-05              0              0              0              0     0.00729266
    11.711    1.78315e-05              0              0              0              0     0.00729142
    11.712    1.78136e-05              0              0              0              0     0.00729017
    11.713    1.77958e-05              0              0              0              0     0.00728893
    11.714    1.77781e-05              0              0              0              0     0.00728768
    11.715    1.77603e-05              0              0              0              0     0.00728644
    11.716    1.77426e-05              0              0              0              0      0.0072852
    11.717    1.77248e-05              0              0              0              0     0.00728395
    11.718    1.77071e-05              0              0              0              0     0.00728271
    11.719    1.76894e-05              0              0              0              0     0.00728147
     11.72    1.76718e-05              0              0              0              0     0.00728022
    11.721    1.76541e-05              0              0              0              0     0.00727898
    11.722    1.76365e-05              0              0              0              0     0.00727774
    11.723    1.76188e-05              0              0              0              0      0.0072765
    11.724    1.76012e-05              0              0              0              0     0.00727526
    11.725    1.75837e-05              0              0              0              0     0.00727402
    11.726    1.75661e-05              0              0              0              0     0.00727278
    11.727    1.75485e-05              0              0              0              0     0.00727154
    11.728     1.7531e-05              0              0              0              0      0.0072703
    11.729    1.75135e-05              0              0              0              0     0.00726906
     11.73     1.7496e-05              0              0              0              0     0.00726782
    11.731    1.74785e-05              0              0              0              0     0.00726658
    11.732     1.7461e-05              0              0              0              0     0.00726534
    11.733    1.74436e-05              0              0              0              0      0.0072641
    11.734    1.74262e-05              0              0              0              0     0.00726286
    11.735    1.74088e-05              0              0              0              0     0.00726162
    11.736    1.73914e-05              0              0              0              0     0.00726039
    11.737     1.7374e-05              0              0              0              0     0.00725915
    11.738    1.73566e-05              0              0              0              0     0.00725791
    11.739    1.73393e-05              0              0              0              0     0.00725668
     11.74     1.7322e-05              0              0              0              0     0.00725544
    11.741    1.73047e-05              0              0              0              0      0.0072542
    11.742    1.72874e-05              0              0              0              0     0.00725297
    11.743    1.72701e-05              0              0              0              0     0.00725173
    11.744    1.72528e-05              0              0              0              0      0.0072505
    11.745    1.72356e-05              0              0              0              0     0.00724926
    11.746    1.72184e-05              0              0              0              0     0.00724803
    11.747    1.72012e-05              0              0              0              0      0.0072468
    11.748     1.7184e-05              0              0              0              0     0.00724556
    11.749    1.71668e-05              0              0              0              0     0.00724433
     11.75    1.71497e-05              0              0              0              0      0.0072431
    11.751    1.71325e-05              0              0              0              0     0.00724186
    11.752    1.71154e-05              0              0              0              0     0.00724063
    11.753    1.70983e-05              0              0              0              0      0.0072394
    11.754    1.70812e-05              0              0              0              0     0.00723817
    11.755    1.70642e-05              0              0              0              0     0.00723694
    11.756    1.70471e-05              0              0              0              0      0.0072357
    11.757    1.70301e-05              0              0              0              0     0.00723447
    11.758    1.70131e-05              0              0              0              0     0.00723324
    11.759    1.69961e-05              0              0              0              0     0.00723201
     11.76    1.69791e-05              0              0              0              0     0.00723078
    11.761    1.69621e-05              0              0              0              0     0.00722955
    11.762    1.69452e-05              0              0              0              0     0.00722832
    11.763    1.69282e-05              0              0              0              0      0.0072271
    11.764    1.69113e-05              0              0              0              0     0.00722587
    11.765    1.68944e-05              0              0              0              0     0.00722464
    11.766    1.68776e-05              0              0              0              0     0.00722341
    11.767    1.68607e-05              0              0              0              0     0.00722218
    11.768    1.68438e-05              0              0              0              0     0.00722096
    11.769     1.6827e-05              0              0              0              0     0.00721973
     11.77    1.68102e-05              0              0              0              0      0.0072185
    11.771    1.67934e-05              0              0              0              0     0.00721728
    11.772    1.67766e-05              0              0              0              0     0.00721605
    11.773    1.67599e-05              0              0              0              0     0.00721482
    11.774    1.67431e-05              0              0              0              0      0.0072136
    11.775    1.67264e-05              0              0              0              0     0.00721237
    11.776    1.67097e-05              0              0              0              0     0.00721115
    11.777     1.6693e-05              0              0              0              0     0.00720992
    11.778    1.66763e-05              0              0              0              0      0.0072087
    11.779    1.66596e-05              0              0              0              0     0.00720748
     11.78     1.6643e-05              0              0              0              0     0.00720625
    11.781    1.66264e-05              0              0              0              0     0.00720503
    11.782    1.66098e-05              0              0              0              0     0.00720381
    11.783    1.65932e-05              0              0              0              0     0.00720258
    11.784    1.65766e-05              0              0              0              0     0.00720136
    11.785      1.656e-05              0              0              0              0     0.00720014
    11.786    1.65435e-05              0              0              0              0     0.00719892
    11.787    1.65269e-05              0              0              0              0     0.00719769
    11.788    1.65104e-05              0              0              0              0     0.00719647
